case_index,route_id,pattern_group,pattern_id,n_links,n_intersections,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lengths_m,green_ratios,demand_veh_per_s,d_min_s_per_veh,representative_offsets_s,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,g0,g1,g2,g3
684,R3_L03,random_long_3link,3L03,3,4,30,40,120,1.2,100,1000000,"[314.0, 363.0, 271.0]","[0.4, 0.62, 0.67, 0.4]",0.4,34.68000031,"[2.4000000953674316, 61.20000076293945, 86.4000015258789]",2.400000095,61.20000076,86.40000153,38,38,122,230,85.32,120,667.7853875,BuiltPC01,results_60routes\full_delay\case_0684__R3_L03__v40p0_delays.npy,results_60routes\optima\case_0684__R3_L03__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.314,0.363,0.271,314,363,271,0.4,0.62,0.67,0.4
685,R3_L03,random_long_3link,3L03,3,4,30,42.5,120,1.2,100,1000000,"[314.0, 363.0, 271.0]","[0.4, 0.62, 0.67, 0.4]",0.4,31.01646996,"[0.0, 56.400001525878906, 66.0]",0,56.40000153,66,552,552,622,622,80.30117647,111.3176452,668.0167356,BuiltPC01,results_60routes\full_delay\case_0685__R3_L03__v42p5_delays.npy,results_60routes\optima\case_0685__R3_L03__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.314,0.363,0.271,314,363,271,0.4,0.62,0.67,0.4
686,R3_L03,random_long_3link,3L03,3,4,30,45,120,1.2,100,1000000,"[314.0, 363.0, 271.0]","[0.4, 0.62, 0.67, 0.4]",0.4,27.65999985,"[96.0, 32.400001525878906, 43.20000076293945]",96,32.40000153,43.20000076,380,420,840,840,75.84,103.5,665.2914355,BuiltPC01,results_60routes\full_delay\case_0686__R3_L03__v45p0_delays.npy,results_60routes\optima\case_0686__R3_L03__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.314,0.363,0.271,314,363,271,0.4,0.62,0.67,0.4
687,R3_L03,random_long_3link,3L03,3,4,30,47.5,120,1.2,100,1000000,"[314.0, 363.0, 271.0]","[0.4, 0.62, 0.67, 0.4]",0.4,25.49368477,"[97.19999694824219, 31.200000762939453, 43.20000076293945]",97.19999695,31.20000076,43.20000076,816,816,912,912,71.84842105,97.34210526,666.5144575,BuiltPC01,results_60routes\full_delay\case_0687__R3_L03__v47p5_delays.npy,results_60routes\optima\case_0687__R3_L03__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.314,0.363,0.271,314,363,271,0.4,0.62,0.67,0.4
688,R3_L03,random_long_3link,3L03,3,4,30,50,120,1.2,100,1000000,"[314.0, 363.0, 271.0]","[0.4, 0.62, 0.67, 0.4]",0.4,23.54400063,"[98.4000015258789, 31.200000762939453, 44.400001525878906]",98.40000153,31.20000076,44.40000153,720,720,816,816,68.256,91.8,662.9211454,BuiltPC01,results_60routes\full_delay\case_0688__R3_L03__v50p0_delays.npy,results_60routes\optima\case_0688__R3_L03__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.314,0.363,0.271,314,363,271,0.4,0.62,0.67,0.4
689,R3_L04,random_long_3link,3L04,3,4,30,20,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,19.31999969,"[44.400001525878906, 43.20000076293945, 105.5999984741211]",44.40000153,43.20000076,105.5999985,160,160,160,544,243.18,262.5,678.3263845,BuiltPC01,results_60routes\full_delay\case_0689__R3_L04__v20p0_delays.npy,results_60routes\optima\case_0689__R3_L04__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
690,R3_L04,random_long_3link,3L04,3,4,30,22.5,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,25.34000015,"[52.79999923706055, 36.0, 96.0]",52.79999924,36,96,896,896,912,948,216.16,241.500001,675.1464241,BuiltPC01,results_60routes\full_delay\case_0690__R3_L04__v22p5_delays.npy,results_60routes\optima\case_0690__R3_L04__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
691,R3_L04,random_long_3link,3L04,3,4,30,25,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,42.33599854,"[46.79999923706055, 0.0, 55.20000076293945]",46.79999924,0,55.20000076,5772,6058,6990,7982,194.544,236.88,678.6364045,BuiltPC01,results_60routes\full_delay\case_0691__R3_L04__v25p0_delays.npy,results_60routes\optima\case_0691__R3_L04__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
692,R3_L04,random_long_3link,3L04,3,4,30,27.5,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,27.0327282,"[52.79999923706055, 0.0, 50.400001525878906]",52.79999924,0,50.40000153,630,714,1428,1564,176.8581818,203.8909091,673.0844979,BuiltPC01,results_60routes\full_delay\case_0692__R3_L04__v27p5_delays.npy,results_60routes\optima\case_0692__R3_L04__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
693,R3_L04,random_long_3link,3L04,3,4,30,30,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,21.78000069,"[50.400001525878906, 114.0, 40.79999923706055]",50.40000153,114,40.79999924,324,324,684,696,162.12,183.9,671.096051,BuiltPC01,results_60routes\full_delay\case_0693__R3_L04__v30p0_delays.npy,results_60routes\optima\case_0693__R3_L04__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
694,R3_L04,random_long_3link,3L04,3,4,30,32.5,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,30.35076904,"[40.79999923706055, 108.0, 30.0]",40.79999924,108,30,3934,4366,5752,5804,149.6492308,180,671.900012,BuiltPC01,results_60routes\full_delay\case_0694__R3_L04__v32p5_delays.npy,results_60routes\optima\case_0694__R3_L04__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
695,R3_L04,random_long_3link,3L04,3,4,30,35,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,41.04000092,"[30.0, 99.5999984741211, 19.200000762939453]",30,99.59999847,19.20000076,18780,18780,18780,22600,138.96,180,668.106705,BuiltPC01,results_60routes\full_delay\case_0695__R3_L04__v35p0_delays.npy,results_60routes\optima\case_0695__R3_L04__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
696,R3_L04,random_long_3link,3L04,3,4,30,37.5,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,50.30400085,"[27.600000381469727, 92.4000015258789, 10.800000190734863]",27.60000038,92.40000153,10.80000019,37114,40084,40172,43784,129.696,180,670.6224074,BuiltPC01,results_60routes\full_delay\case_0696__R3_L04__v37p5_delays.npy,results_60routes\optima\case_0696__R3_L04__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
697,R3_L04,random_long_3link,3L04,3,4,30,40,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,58.40999985,"[25.200000762939453, 86.4000015258789, 2.4000000953674316]",25.20000076,86.40000153,2.400000095,59650,59650,63364,66204,121.59,180,668.4064736,BuiltPC01,results_60routes\full_delay\case_0697__R3_L04__v40p0_delays.npy,results_60routes\optima\case_0697__R3_L04__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
698,R3_L04,random_long_3link,3L04,3,4,30,42.5,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,65.56235504,"[22.799999237060547, 81.5999984741211, 0.0]",22.79999924,81.59999847,0,83636,83636,87406,94006,114.4376471,180,667.7383683,BuiltPC01,results_60routes\full_delay\case_0698__R3_L04__v42p5_delays.npy,results_60routes\optima\case_0698__R3_L04__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
699,R3_L04,random_long_3link,3L04,3,4,30,45,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,71.91999817,"[20.399999618530273, 76.80000305175781, 0.0]",20.39999962,76.80000305,0,110036,110484,116644,116644,108.08,180.0000005,668.0446925,BuiltPC01,results_60routes\full_delay\case_0699__R3_L04__v45p0_delays.npy,results_60routes\optima\case_0699__R3_L04__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
700,R3_L04,random_long_3link,3L04,3,4,30,47.5,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,76.59789276,"[19.200000762939453, 76.80000305175781, 56.400001525878906]",19.20000076,76.80000305,56.40000153,68094,68094,71760,78114,102.3915789,178.9894737,665.6568325,BuiltPC01,results_60routes\full_delay\case_0700__R3_L04__v47p5_delays.npy,results_60routes\optima\case_0700__R3_L04__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
701,R3_L04,random_long_3link,3L04,3,4,30,50,120,1.2,100,1000000,"[420.0, 588.0, 343.0]","[0.4, 0.51, 0.44, 0.4]",0.4,77.56800079,"[0.0, 51.599998474121094, 32.400001525878906]",0,51.59999847,32.40000153,26048,26048,29304,106658,97.272,174.84,666.3457966,BuiltPC01,results_60routes\full_delay\case_0701__R3_L04__v50p0_delays.npy,results_60routes\optima\case_0701__R3_L04__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.42,0.588,0.343,420,588,343,0.4,0.51,0.44,0.4
702,R3_L05,random_long_3link,3L05,3,4,30,20,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,21.65999985,"[45.599998474121094, 30.0, 0.0]",45.59999847,30,0,2943,3069,3069,3069,218.34,240,678.914288,BuiltPC01,results_60routes\full_delay\case_0702__R3_L05__v20p0_delays.npy,results_60routes\optima\case_0702__R3_L05__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
703,R3_L05,random_long_3link,3L05,3,4,30,22.5,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,37.72000122,"[30.0, 0.0, 64.80000305175781]",30,0,64.80000305,10703,10703,10703,12649,194.08,231.8,676.2981102,BuiltPC01,results_60routes\full_delay\case_0703__R3_L05__v22p5_delays.npy,results_60routes\optima\case_0703__R3_L05__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
704,R3_L05,random_long_3link,3L05,3,4,30,25,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,19.24799919,"[37.20000076293945, 104.4000015258789, 44.400001525878906]",37.20000076,104.4000015,44.40000153,2907,2907,3249,3971,174.672,193.92,675.2333031,BuiltPC01,results_60routes\full_delay\case_0704__R3_L05__v25p0_delays.npy,results_60routes\optima\case_0704__R3_L05__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
705,R3_L05,random_long_3link,3L05,3,4,30,27.5,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,21.20727348,"[28.799999237060547, 103.19999694824219, 39.599998474121094]",28.79999924,103.1999969,39.59999847,7645,7645,9355,9373,158.7927273,180,671.8064857,BuiltPC01,results_60routes\full_delay\case_0705__R3_L05__v27p5_delays.npy,results_60routes\optima\case_0705__R3_L05__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
706,R3_L05,random_long_3link,3L05,3,4,30,30,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,34.43999863,"[21.600000381469727, 92.4000015258789, 26.399999618530273]",21.60000038,92.40000153,26.39999962,40289,40289,41181,42603,145.56,180,670.4178994,BuiltPC01,results_60routes\full_delay\case_0706__R3_L05__v30p0_delays.npy,results_60routes\optima\case_0706__R3_L05__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
707,R3_L05,random_long_3link,3L05,3,4,30,32.5,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,32.29846191,"[42.0, 105.5999984741211, 0.0]",42,105.5999985,0,651,651,651,885,134.3630769,166.6615385,671.1253142,BuiltPC01,results_60routes\full_delay\case_0707__R3_L05__v32p5_delays.npy,results_60routes\optima\case_0707__R3_L05__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
708,R3_L05,random_long_3link,3L05,3,4,30,35,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,36.63428497,"[31.200000762939453, 98.4000015258789, 0.0]",31.20000076,98.40000153,0,4617,5643,6677,6699,124.7657143,161.4,669.9233236,BuiltPC01,results_60routes\full_delay\case_0708__R3_L05__v35p0_delays.npy,results_60routes\optima\case_0708__R3_L05__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
709,R3_L05,random_long_3link,3L05,3,4,30,37.5,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,40.39199829,"[19.200000762939453, 91.19999694824219, 87.5999984741211]",19.20000076,91.19999695,87.59999847,13175,13175,13175,13175,116.448,156.84,668.3006396,BuiltPC01,results_60routes\full_delay\case_0709__R3_L05__v37p5_delays.npy,results_60routes\optima\case_0709__R3_L05__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
710,R3_L05,random_long_3link,3L05,3,4,30,40,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,43.68000031,"[9.600000381469727, 86.4000015258789, 85.19999694824219]",9.600000381,86.40000153,85.19999695,17283,20029,21827,21827,109.17,152.85,667.9065862,BuiltPC01,results_60routes\full_delay\case_0710__R3_L05__v40p0_delays.npy,results_60routes\optima\case_0710__R3_L05__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
711,R3_L05,random_long_3link,3L05,3,4,30,42.5,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,37.86352921,"[0.0, 73.19999694824219, 87.5999984741211]",0,73.19999695,87.59999847,182,182,238,240,102.7482353,140.6117647,669.4470613,BuiltPC01,results_60routes\full_delay\case_0711__R3_L05__v42p5_delays.npy,results_60routes\optima\case_0711__R3_L05__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
712,R3_L05,random_long_3link,3L05,3,4,30,45,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,35.75999832,"[0.0, 70.80000305175781, 87.5999984741211]",0,70.80000305,87.59999847,360,360,450,720,97.04,132.8,665.5706787,BuiltPC01,results_60routes\full_delay\case_0712__R3_L05__v45p0_delays.npy,results_60routes\optima\case_0712__R3_L05__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
713,R3_L05,random_long_3link,3L05,3,4,30,47.5,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,33.87789536,"[1.2000000476837158, 69.5999984741211, 88.80000305175781]",1.200000048,69.59999847,88.80000305,108,180,270,270,91.93263158,125.8105263,664.3428688,BuiltPC01,results_60routes\full_delay\case_0713__R3_L05__v47p5_delays.npy,results_60routes\optima\case_0713__R3_L05__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
714,R3_L05,random_long_3link,3L05,3,4,30,50,120,1.2,100,1000000,"[398.0, 549.0, 266.0]","[0.4, 0.62, 0.58, 0.4]",0.4,32.66400146,"[2.4000000953674316, 68.4000015258789, 87.5999984741211]",2.400000095,68.40000153,87.59999847,26,26,26,26,87.336,120,667.8139551,BuiltPC01,results_60routes\full_delay\case_0714__R3_L05__v50p0_delays.npy,results_60routes\optima\case_0714__R3_L05__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.398,0.549,0.266,398,549,266,0.4,0.62,0.58,0.4
715,R3_L06,random_long_3link,3L06,3,4,30,20,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,34.13999939,"[0.0, 45.599998474121094, 43.20000076293945]",0,45.59999847,43.20000076,20269,20269,22257,23039,265.86,300,680.1831567,BuiltPC01,results_60routes\full_delay\case_0715__R3_L06__v20p0_delays.npy,results_60routes\optima\case_0715__R3_L06__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
716,R3_L06,random_long_3link,3L06,3,4,30,22.5,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,54.08000183,"[0.0, 54.0, 0.0]",0,54,0,3861,3861,4305,7025,236.32,290.4,676.6009481,BuiltPC01,results_60routes\full_delay\case_0716__R3_L06__v22p5_delays.npy,results_60routes\optima\case_0716__R3_L06__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
717,R3_L06,random_long_3link,3L06,3,4,30,25,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,37.0320015,"[37.20000076293945, 87.5999984741211, 27.600000381469727]",37.20000076,87.59999847,27.60000038,56,56,70,196,212.688,249.72,673.444638,BuiltPC01,results_60routes\full_delay\case_0717__R3_L06__v25p0_delays.npy,results_60routes\optima\case_0717__R3_L06__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
718,R3_L06,random_long_3link,3L06,3,4,30,27.5,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,20.02909088,"[44.400001525878906, 99.5999984741211, 46.79999923706055]",44.40000153,99.59999847,46.79999924,95,95,357,391,193.3527273,213.3818182,678.3318365,BuiltPC01,results_60routes\full_delay\case_0718__R3_L06__v27p5_delays.npy,results_60routes\optima\case_0718__R3_L06__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
719,R3_L06,random_long_3link,3L06,3,4,30,30,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,12.06000042,"[51.599998474121094, 98.4000015258789, 50.400001525878906]",51.59999847,98.40000153,50.40000153,385,385,539,623,177.24,189.3,673.0661933,BuiltPC01,results_60routes\full_delay\case_0719__R3_L06__v30p0_delays.npy,results_60routes\optima\case_0719__R3_L06__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
720,R3_L06,random_long_3link,3L06,3,4,30,32.5,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,16.39384651,"[54.0, 0.0, 61.20000076293945]",54,0,61.20000076,1215,1215,1215,1305,163.6061538,180,672.242769,BuiltPC01,results_60routes\full_delay\case_0720__R3_L06__v32p5_delays.npy,results_60routes\optima\case_0720__R3_L06__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
721,R3_L06,random_long_3link,3L06,3,4,30,35,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,28.07999992,"[49.20000076293945, 0.0, 57.599998474121094]",49.20000076,0,57.59999847,10401,10401,11291,11797,151.92,180,672.5394797,BuiltPC01,results_60routes\full_delay\case_0721__R3_L06__v35p0_delays.npy,results_60routes\optima\case_0721__R3_L06__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
722,R3_L06,random_long_3link,3L06,3,4,30,37.5,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,33.64799881,"[55.20000076293945, 26.399999618530273, 98.4000015258789]",55.20000076,26.39999962,98.40000153,185,185,185,195,141.792,175.44,670.7540464,BuiltPC01,results_60routes\full_delay\case_0722__R3_L06__v37p5_delays.npy,results_60routes\optima\case_0722__R3_L06__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
723,R3_L06,random_long_3link,3L06,3,4,30,40,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,30.94499969,"[51.599998474121094, 30.0, 99.5999984741211]",51.59999847,30,99.59999847,203,203,609,637,132.93,163.875,669.2030351,BuiltPC01,results_60routes\full_delay\case_0723__R3_L06__v40p0_delays.npy,results_60routes\optima\case_0723__R3_L06__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
724,R3_L06,random_long_3link,3L06,3,4,30,42.5,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,34.06588364,"[49.20000076293945, 28.799999237060547, 94.80000305175781]",49.20000076,28.79999924,94.80000305,2079,2079,2457,2457,125.1105882,159.1764706,667.7638986,BuiltPC01,results_60routes\full_delay\case_0724__R3_L06__v42p5_delays.npy,results_60routes\optima\case_0724__R3_L06__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
725,R3_L06,random_long_3link,3L06,3,4,30,45,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,36.84000015,"[46.79999923706055, 28.799999237060547, 92.4000015258789]",46.79999924,28.79999924,92.40000153,3795,4301,4653,4675,118.16,155,667.7157476,BuiltPC01,results_60routes\full_delay\case_0725__R3_L06__v45p0_delays.npy,results_60routes\optima\case_0725__R3_L06__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
726,R3_L06,random_long_3link,3L06,3,4,30,47.5,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,39.32210541,"[44.400001525878906, 27.600000381469727, 88.80000305175781]",44.40000153,27.60000038,88.80000305,5985,6615,6615,7245,111.9410526,151.2631579,666.3780887,BuiltPC01,results_60routes\full_delay\case_0726__R3_L06__v47p5_delays.npy,results_60routes\optima\case_0726__R3_L06__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
727,R3_L06,random_long_3link,3L06,3,4,30,50,120,1.2,100,1000000,"[571.0, 355.0, 551.0]","[0.4, 0.48, 0.56, 0.4]",0.4,41.55599976,"[42.0, 26.399999618530273, 86.4000015258789]",42,26.39999962,86.40000153,7429,8303,9025,9025,106.344,147.9,665.6805661,BuiltPC01,results_60routes\full_delay\case_0727__R3_L06__v50p0_delays.npy,results_60routes\optima\case_0727__R3_L06__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.571,0.355,0.551,571,355,551,0.4,0.48,0.56,0.4
728,R3_L07,random_long_3link,3L07,3,4,30,20,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,41.63999939,"[0.0, 37.20000076293945, 100.80000305175781]",0,37.20000076,100.8000031,27156,27156,29134,29310,198.36,240,674.0990801,BuiltPC01,results_60routes\full_delay\case_0728__R3_L07__v20p0_delays.npy,results_60routes\optima\case_0728__R3_L07__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
729,R3_L07,random_long_3link,3L07,3,4,30,22.5,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,61.47999954,"[33.599998474121094, 72.0, 10.800000190734863]",33.59999847,72,10.80000019,36270,36270,36270,36972,176.32,237.8,671.819742,BuiltPC01,results_60routes\full_delay\case_0729__R3_L07__v22p5_delays.npy,results_60routes\optima\case_0729__R3_L07__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
