case_index,route_id,pattern_group,pattern_id,n_links,n_intersections,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lengths_m,green_ratios,demand_veh_per_s,d_min_s_per_veh,representative_offsets_s,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,g0,g1,g2,g3
730,R3_L07,random_long_3link,3L07,3,4,30,25,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,57.43199921,"[42.0, 0.0, 43.20000076293945]",42,0,43.20000076,35750,35750,36200,37650,158.688,216.12,666.5241621,BuiltPC01,results_60routes\full_delay\case_0730__R3_L07__v25p0_delays.npy,results_60routes\optima\case_0730__R3_L07__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
731,R3_L07,random_long_3link,3L07,3,4,30,27.5,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,54.11999893,"[49.20000076293945, 0.0, 39.599998474121094]",49.20000076,0,39.59999847,25142,25142,25376,27248,144.2618182,198.3818182,669.4999669,BuiltPC01,results_60routes\full_delay\case_0731__R3_L07__v27p5_delays.npy,results_60routes\optima\case_0731__R3_L07__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
732,R3_L07,random_long_3link,3L07,3,4,30,30,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,51.36000061,"[55.20000076293945, 0.0, 36.0]",55.20000076,0,36,7284,7284,7530,7530,132.24,183.6,671.0833881,BuiltPC01,results_60routes\full_delay\case_0732__R3_L07__v30p0_delays.npy,results_60routes\optima\case_0732__R3_L07__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
733,R3_L07,random_long_3link,3L07,3,4,30,32.5,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,57.07846069,"[52.79999923706055, 31.200000762939453, 75.5999984741211]",52.79999924,31.20000076,75.59999847,10080,10080,10080,34036,122.0676923,179.1461538,667.1474123,BuiltPC01,results_60routes\full_delay\case_0733__R3_L07__v32p5_delays.npy,results_60routes\optima\case_0733__R3_L07__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
734,R3_L07,random_long_3link,3L07,3,4,30,35,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,51.52285767,"[56.400001525878906, 37.20000076293945, 0.0]",56.40000153,37.20000076,0,1200,1200,1200,3822,113.3485714,164.8714286,667.3536365,BuiltPC01,results_60routes\full_delay\case_0734__R3_L07__v35p0_delays.npy,results_60routes\optima\case_0734__R3_L07__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
735,R3_L07,random_long_3link,3L07,3,4,30,37.5,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,54.58800125,"[52.79999923706055, 36.0, 0.0]",52.79999924,36,0,8008,8624,8624,11088,105.792,160.38,667.6594129,BuiltPC01,results_60routes\full_delay\case_0735__R3_L07__v37p5_delays.npy,results_60routes\optima\case_0735__R3_L07__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
736,R3_L07,random_long_3link,3L07,3,4,30,40,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,57.27000046,"[49.20000076293945, 33.599998474121094, 0.0]",49.20000076,33.59999847,0,14352,14352,14352,18498,99.18,156.45,665.6686997,BuiltPC01,results_60routes\full_delay\case_0736__R3_L07__v40p0_delays.npy,results_60routes\optima\case_0736__R3_L07__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
737,R3_L07,random_long_3link,3L07,3,4,30,42.5,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,59.63647079,"[46.79999923706055, 32.400001525878906, 0.0]",46.79999924,32.40000153,0,17952,18700,20900,22700,93.34588235,152.9823529,666.3686523,BuiltPC01,results_60routes\full_delay\case_0737__R3_L07__v42p5_delays.npy,results_60routes\optima\case_0737__R3_L07__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
738,R3_L07,random_long_3link,3L07,3,4,30,45,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,61.34000015,"[44.400001525878906, 20.399999618530273, 7.199999809265137]",44.40000153,20.39999962,7.199999809,15540,15540,38940,43576,88.16,149.5,667.6749005,BuiltPC01,results_60routes\full_delay\case_0738__R3_L07__v45p0_delays.npy,results_60routes\optima\case_0738__R3_L07__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
739,R3_L07,random_long_3link,3L07,3,4,30,47.5,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,60.0852623,"[42.0, 19.200000762939453, 7.199999809265137]",42,19.20000076,7.199999809,13200,13200,15056,17772,83.52,143.6052632,665.1087935,BuiltPC01,results_60routes\full_delay\case_0739__R3_L07__v47p5_delays.npy,results_60routes\optima\case_0739__R3_L07__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
740,R3_L07,random_long_3link,3L07,3,4,30,50,120,1.2,100,1000000,"[542.0, 262.0, 298.0]","[0.4, 0.46, 0.49, 0.4]",0.4,58.95600128,"[39.599998474121094, 18.0, 7.199999809265137]",39.59999847,18,7.199999809,10092,10092,11484,14172,79.344,138.3,663.3884847,BuiltPC01,results_60routes\full_delay\case_0740__R3_L07__v50p0_delays.npy,results_60routes\optima\case_0740__R3_L07__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.542,0.262,0.298,542,262,298,0.4,0.46,0.49,0.4
741,R3_L08,random_long_3link,3L08,3,4,30,20,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,36.49499893,"[48.0, 0.0, 87.5999984741211]",48,0,87.59999847,620,638,704,1866,218.88,255.3749981,674.9491446,BuiltPC01,results_60routes\full_delay\case_0741__R3_L08__v20p0_delays.npy,results_60routes\optima\case_0741__R3_L08__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
742,R3_L08,random_long_3link,3L08,3,4,30,22.5,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,21.84000015,"[44.400001525878906, 102.0, 45.599998474121094]",44.40000153,102,45.59999847,5070,5250,5260,5260,194.56,216.4,673.7150829,BuiltPC01,results_60routes\full_delay\case_0742__R3_L08__v22p5_delays.npy,results_60routes\optima\case_0742__R3_L08__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
743,R3_L08,random_long_3link,3L08,3,4,30,25,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,4.895999908,"[45.599998474121094, 104.4000015258789, 55.20000076293945]",45.59999847,104.4000015,55.20000076,420,460,460,460,175.104,180,672.4875617,BuiltPC01,results_60routes\full_delay\case_0743__R3_L08__v25p0_delays.npy,results_60routes\optima\case_0743__R3_L08__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
744,R3_L08,random_long_3link,3L08,3,4,30,27.5,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,20.81454468,"[40.79999923706055, 0.0, 61.20000076293945]",40.79999924,0,61.20000076,8722,8722,9086,11302,159.1854545,180,670.478766,BuiltPC01,results_60routes\full_delay\case_0744__R3_L08__v27p5_delays.npy,results_60routes\optima\case_0744__R3_L08__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
745,R3_L08,random_long_3link,3L08,3,4,30,30,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,34.08000183,"[36.0, 0.0, 56.400001525878906]",36,0,56.40000153,27898,27898,28332,30870,145.92,180,670.153615,BuiltPC01,results_60routes\full_delay\case_0745__R3_L08__v30p0_delays.npy,results_60routes\optima\case_0745__R3_L08__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
746,R3_L08,random_long_3link,3L08,3,4,30,32.5,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,45.30461502,"[32.400001525878906, 0.0, 51.599998474121094]",32.40000153,0,51.59999847,54420,54420,54720,56640,134.6953846,180,670.5411918,BuiltPC01,results_60routes\full_delay\case_0746__R3_L08__v32p5_delays.npy,results_60routes\optima\case_0746__R3_L08__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
747,R3_L08,random_long_3link,3L08,3,4,30,35,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,48.19714355,"[42.0, 18.0, 84.0]",42,18,84,4536,4536,4968,4968,125.0742857,173.2714286,667.2137582,BuiltPC01,results_60routes\full_delay\case_0747__R3_L08__v35p0_delays.npy,results_60routes\optima\case_0747__R3_L08__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
748,R3_L08,random_long_3link,3L08,3,4,30,37.5,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,50.48400116,"[38.400001525878906, 16.799999237060547, 80.4000015258789]",38.40000153,16.79999924,80.40000153,8640,8640,10368,10368,116.736,167.22,667.4466453,BuiltPC01,results_60routes\full_delay\case_0748__R3_L08__v37p5_delays.npy,results_60routes\optima\case_0748__R3_L08__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
749,R3_L08,random_long_3link,3L08,3,4,30,40,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,52.48500061,"[36.0, 16.799999237060547, 76.80000305175781]",36,16.79999924,76.80000305,13888,13888,13888,14880,109.44,161.925,667.6285677,BuiltPC01,results_60routes\full_delay\case_0749__R3_L08__v40p0_delays.npy,results_60routes\optima\case_0749__R3_L08__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
750,R3_L08,random_long_3link,3L08,3,4,30,42.5,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,54.25058746,"[34.79999923706055, 18.0, 75.5999984741211]",34.79999924,18,75.59999847,15840,15840,18200,18200,103.0023529,157.2529412,667.0235639,BuiltPC01,results_60routes\full_delay\case_0750__R3_L08__v42p5_delays.npy,results_60routes\optima\case_0750__R3_L08__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
751,R3_L08,random_long_3link,3L08,3,4,30,45,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,55.81999969,"[32.400001525878906, 16.799999237060547, 72.0]",32.40000153,16.79999924,72,19536,19536,19536,22416,97.28,153.1,666.1964147,BuiltPC01,results_60routes\full_delay\case_0751__R3_L08__v45p0_delays.npy,results_60routes\optima\case_0751__R3_L08__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
752,R3_L08,random_long_3link,3L08,3,4,30,47.5,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,57.22420883,"[31.200000762939453, 16.799999237060547, 70.80000305175781]",31.20000076,16.79999924,70.80000305,20280,20280,22880,22960,92.16,149.3842105,665.703167,BuiltPC01,results_60routes\full_delay\case_0752__R3_L08__v47p5_delays.npy,results_60routes\optima\case_0752__R3_L08__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
753,R3_L08,random_long_3link,3L08,3,4,30,50,120,1.2,100,1000000,"[399.0, 353.0, 464.0]","[0.4, 0.5, 0.55, 0.4]",0.4,58.48799896,"[28.799999237060547, 15.600000381469727, 67.19999694824219]",28.79999924,15.60000038,67.19999695,23220,23220,23220,23220,87.552,146.04,665.4912789,BuiltPC01,results_60routes\full_delay\case_0753__R3_L08__v50p0_delays.npy,results_60routes\optima\case_0753__R3_L08__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.399,0.353,0.464,399,353,464,0.4,0.5,0.55,0.4
754,R3_L09,random_long_3link,3L09,3,4,30,20,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,26.76000023,"[39.599998474121094, 32.400001525878906, 39.599998474121094]",39.59999847,32.40000153,39.59999847,1728,1728,1944,2250,177.84,204.6000019,673.8826618,BuiltPC01,results_60routes\full_delay\case_0754__R3_L09__v20p0_delays.npy,results_60routes\optima\case_0754__R3_L09__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
755,R3_L09,random_long_3link,3L09,3,4,30,22.5,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,35.61999893,"[36.0, 32.400001525878906, 28.799999237060547]",36,32.40000153,28.79999924,4500,4500,5400,5440,158.08,193.7,674.6619318,BuiltPC01,results_60routes\full_delay\case_0755__R3_L09__v22p5_delays.npy,results_60routes\optima\case_0755__R3_L09__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
756,R3_L09,random_long_3link,3L09,3,4,30,25,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,33.40800095,"[0.0, 61.20000076293945, 9.600000381469727]",0,61.20000076,9.600000381,614,614,614,658,142.272,175.68,670.7533548,BuiltPC01,results_60routes\full_delay\case_0756__R3_L09__v25p0_delays.npy,results_60routes\optima\case_0756__R3_L09__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
757,R3_L09,random_long_3link,3L09,3,4,30,27.5,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,23.66181755,"[91.19999694824219, 27.600000381469727, 103.19999694824219]",91.19999695,27.60000038,103.1999969,644,644,644,644,129.3381818,153.0000038,669.5214489,BuiltPC01,results_60routes\full_delay\case_0757__R3_L09__v27p5_delays.npy,results_60routes\optima\case_0757__R3_L09__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
758,R3_L09,random_long_3link,3L09,3,4,30,30,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,28.44000053,"[93.5999984741211, 15.600000381469727, 97.19999694824219]",93.59999847,15.60000038,97.19999695,8766,8766,8766,8766,118.56,147.0000019,666.8773093,BuiltPC01,results_60routes\full_delay\case_0758__R3_L09__v30p0_delays.npy,results_60routes\optima\case_0758__R3_L09__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
759,R3_L09,random_long_3link,3L09,3,4,30,32.5,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,32.483078,"[96.0, 6.0, 92.4000015258789]",96,6,92.40000153,14600,14600,14782,15260,109.44,141.9230769,668.3973546,BuiltPC01,results_60routes\full_delay\case_0759__R3_L09__v32p5_delays.npy,results_60routes\optima\case_0759__R3_L09__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
760,R3_L09,random_long_3link,3L09,3,4,30,35,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,23.43428612,"[0.0, 14.399999618530273, 98.4000015258789]",0,14.39999962,98.40000153,2916,2916,5148,5220,101.6228571,125.0571429,669.7310734,BuiltPC01,results_60routes\full_delay\case_0760__R3_L09__v35p0_delays.npy,results_60routes\optima\case_0760__R3_L09__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
761,R3_L09,random_long_3link,3L09,3,4,30,37.5,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,25.15200043,"[0.0, 15.600000381469727, 96.0]",0,15.60000038,96,8590,11514,11618,13262,94.848,120,669.642781,BuiltPC01,results_60routes\full_delay\case_0761__R3_L09__v37p5_delays.npy,results_60routes\optima\case_0761__R3_L09__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
762,R3_L09,random_long_3link,3L09,3,4,30,40,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,31.07999992,"[0.0, 12.0, 90.0]",0,12,90,29944,29944,32720,35644,88.92,120,668.7941976,BuiltPC01,results_60routes\full_delay\case_0762__R3_L09__v40p0_delays.npy,results_60routes\optima\case_0762__R3_L09__v40p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
763,R3_L09,random_long_3link,3L09,3,4,30,42.5,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,35.79882431,"[0.0, 0.0, 73.19999694824219]",0,0,73.19999695,2586,2586,2690,59138,83.68941176,119.4882391,667.6595116,BuiltPC01,results_60routes\full_delay\case_0763__R3_L09__v42p5_delays.npy,results_60routes\optima\case_0763__R3_L09__v42p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
764,R3_L09,random_long_3link,3L09,3,4,30,45,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,34.06000137,"[0.0, 0.0, 72.0]",0,0,72,4440,4440,4488,6998,79.04,113.1,665.5356812,BuiltPC01,results_60routes\full_delay\case_0764__R3_L09__v45p0_delays.npy,results_60routes\optima\case_0764__R3_L09__v45p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
765,R3_L09,random_long_3link,3L09,3,4,30,47.5,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,33.60947418,"[0.0, 0.0, 69.5999984741211]",0,0,69.59999847,7520,7520,8016,8464,74.88,108.4894737,668.0165508,BuiltPC01,results_60routes\full_delay\case_0765__R3_L09__v47p5_delays.npy,results_60routes\optima\case_0765__R3_L09__v47p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
766,R3_L09,random_long_3link,3L09,3,4,30,50,120,1.2,100,1000000,"[220.0, 218.0, 550.0]","[0.4, 0.66, 0.63, 0.4]",0.4,33.20399857,"[0.0, 0.0, 67.19999694824219]",0,0,67.19999695,10656,10656,10656,10656,71.136,104.3400038,666.0092168,BuiltPC01,results_60routes\full_delay\case_0766__R3_L09__v50p0_delays.npy,results_60routes\optima\case_0766__R3_L09__v50p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.22,0.218,0.55,220,218,550,0.4,0.66,0.63,0.4
767,R3_L10,random_long_3link,3L10,3,4,30,20,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,14.64000034,"[57.599998474121094, 48.0, 0.0]",57.59999847,48,0,15,45,45,51,247.86,262.5,680.7708657,BuiltPC01,results_60routes\full_delay\case_0767__R3_L10__v20p0_delays.npy,results_60routes\optima\case_0767__R3_L10__v20p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
768,R3_L10,random_long_3link,3L10,3,4,30,22.5,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,19.68000031,"[51.599998474121094, 28.799999237060547, 100.80000305175781]",51.59999847,28.79999924,100.8000031,307,307,357,383,220.32,240.0000048,674.7130401,BuiltPC01,results_60routes\full_delay\case_0768__R3_L10__v22p5_delays.npy,results_60routes\optima\case_0768__R3_L10__v22p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
769,R3_L10,random_long_3link,3L10,3,4,30,25,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,41.7120018,"[45.599998474121094, 0.0, 79.19999694824219]",45.59999847,0,79.19999695,25805,25805,26269,28375,198.288,240,672.325423,BuiltPC01,results_60routes\full_delay\case_0769__R3_L10__v25p0_delays.npy,results_60routes\optima\case_0769__R3_L10__v25p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
770,R3_L10,random_long_3link,3L10,3,4,30,27.5,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,31.15636444,"[45.599998474121094, 73.19999694824219, 36.0]",45.59999847,73.19999695,36,8379,8379,8379,9177,180.2618182,211.4181818,667.5376685,BuiltPC01,results_60routes\full_delay\case_0770__R3_L10__v27p5_delays.npy,results_60routes\optima\case_0770__R3_L10__v27p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
771,R3_L10,random_long_3link,3L10,3,4,30,30,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,18.05999947,"[42.0, 85.19999694824219, 43.20000076293945]",42,85.19999695,43.20000076,891,891,891,957,165.24,183.3000048,667.6283417,BuiltPC01,results_60routes\full_delay\case_0771__R3_L10__v30p0_delays.npy,results_60routes\optima\case_0771__R3_L10__v30p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
772,R3_L10,random_long_3link,3L10,3,4,30,32.5,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,27.47076988,"[33.599998474121094, 79.19999694824219, 33.599998474121094]",33.59999847,79.19999695,33.59999847,8521,8521,9875,10983,152.5292308,180,666.7931182,BuiltPC01,results_60routes\full_delay\case_0772__R3_L10__v32p5_delays.npy,results_60routes\optima\case_0772__R3_L10__v32p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
773,R3_L10,random_long_3link,3L10,3,4,30,35,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,38.36571503,"[31.200000762939453, 72.0, 22.799999237060547]",31.20000076,72,22.79999924,28615,28775,28775,31975,141.6342857,180,667.4088438,BuiltPC01,results_60routes\full_delay\case_0773__R3_L10__v35p0_delays.npy,results_60routes\optima\case_0773__R3_L10__v35p0_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
774,R3_L10,random_long_3link,3L10,3,4,30,37.5,120,1.2,100,1000000,"[346.0, 581.0, 450.0]","[0.4, 0.44, 0.6, 0.4]",0.4,47.80799866,"[28.799999237060547, 66.0, 13.199999809265137]",28.79999924,66,13.19999981,52871,52871,53263,57673,132.192,180,663.0371649,BuiltPC01,results_60routes\full_delay\case_0774__R3_L10__v37p5_delays.npy,results_60routes\optima\case_0774__R3_L10__v37p5_optima.npy,"delays[i1,...,iN] corresponds to x1=grid[i1],...,xN=grid[iN]",0.346,0.581,0.45,346,581,450,0.4,0.44,0.6,0.4
