case_index,route_id,pattern_group,pattern_id,design_speed_kmh,evaluation_speed_kmh,cycle_length_s,offset_step_s,grid_size_each_axis,number_of_offset_patterns,lambda01_design,lambda12_design,lambda23_design,L01_m,L12_m,L23_m,d_min_s_per_veh,representative_x1_s,representative_x2_s,representative_x3_s,number_of_exact_optima,number_within_0p1s,number_within_0p5s,number_within_1p0s,FTT_s_per_veh,TTT_s_per_veh,runtime_sec,hostname,delay_file,optima_file,array_definition,TTT_ratio_to_route_min,TTT_excess_pct_from_route_min
54,D10_321,basic,321,10.0,25.0,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,24.0,0.0,12.0,48.0,1881,1881,1881,1881,47.99999999999999,72.0,674.8846163749695,BuiltPC01,results\full_delay\case_0054__D10_321__v25p0_delays.npy,results\optima\case_0054__D10_321__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5,50.0
55,D10_321,basic,321,10.0,27.5,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,26.18181800842285,109.1999969482422,0.0,34.79999923706055,3105,3105,4347,4365,43.63636363636364,69.81818181818174,681.5235867500305,BuiltPC01,results\full_delay\case_0055__D10_321__v27p5_delays.npy,results\optima\case_0055__D10_321__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.454545454545453,45.454545454545304
56,D10_321,basic,321,10.0,30.0,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,28.0,0.0,0.0,32.400001525878906,9121,9121,9443,12825,39.99999999999999,68.0,677.0070869922638,BuiltPC01,results\full_delay\case_0056__D10_321__v30p0_delays.npy,results\optima\case_0056__D10_321__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4166666666666667,41.66666666666667
57,D10_321,basic,321,10.0,32.5,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,24.923076629638672,0.0,3.5999999046325684,36.0,460,460,1506,1580,36.92307692307693,61.84615384615387,679.4738581180573,BuiltPC01,results\full_delay\case_0057__D10_321__v32p5_delays.npy,results\optima\case_0057__D10_321__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.288461538461539,28.8461538461539
58,D10_321,basic,321,10.0,35.0,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,25.714284896850582,0.0,2.400000095367432,34.79999923706055,1382,1382,1586,2898,34.285714285714285,60.0,679.4932057857513,BuiltPC01,results\full_delay\case_0058__D10_321__v35p0_delays.npy,results\optima\case_0058__D10_321__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.25,25.0
59,D10_321,basic,321,10.0,37.5,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,28.0,0.0,0.0,32.400001525878906,4592,4592,4648,6576,32.0,60.0,679.2019267082214,BuiltPC01,results\full_delay\case_0059__D10_321__v37p5_delays.npy,results\optima\case_0059__D10_321__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.25,25.0
60,D10_321,basic,321,10.0,40.0,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,30.0,0.0,0.0,0.0,36485,36485,38085,42713,30.0,60.0,676.9546082019806,BuiltPC01,results\full_delay\case_0060__D10_321__v40p0_delays.npy,results\optima\case_0060__D10_321__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.25,25.0
61,D10_321,basic,321,10.0,42.5,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,28.235294342041016,0.0,0.0,0.0,23733,23733,27927,28455,28.235294117647054,56.47058823529377,682.5382435321808,BuiltPC01,results\full_delay\case_0061__D10_321__v42p5_delays.npy,results\optima\case_0061__D10_321__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1764705882352868,17.64705882352868
62,D10_321,basic,321,10.0,45.0,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,26.66666603088379,0.0,0.0,0.0,22673,22673,23333,26845,26.666666666666664,53.333333333333336,676.8534526824951,BuiltPC01,results\full_delay\case_0062__D10_321__v45p0_delays.npy,results\optima\case_0062__D10_321__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1111111111111112,11.111111111111116
63,D10_321,basic,321,10.0,47.5,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,25.263158798217773,0.0,0.0,0.0,21371,21371,22031,25057,25.26315789473684,50.526315789473465,679.0713713169098,BuiltPC01,results\full_delay\case_0063__D10_321__v47p5_delays.npy,results\optima\case_0063__D10_321__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.052631578947364,5.263157894736392
64,D10_321,basic,321,10.0,50.0,120.0,1.2,100,1000000,0.25,0.5,0.25,83.33333333333333,166.66666666666666,83.33333333333333,24.0,0.0,0.0,0.0,20971,20971,20971,20971,24.0,48.0,673.1163032054901,BuiltPC01,results\full_delay\case_0064__D10_321__v50p0_delays.npy,results\optima\case_0064__D10_321__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
65,D10_322,basic,322,10.0,20.0,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,36.0,0.0,21.600000381469727,45.59999847412109,21785,21785,21785,26555,72.0,108.0,681.4697012901306,BuiltPC01,results\full_delay\case_0065__D10_322__v20p0_delays.npy,results\optima\case_0065__D10_322__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8750000000000053,87.50000000000054
66,D10_322,basic,322,10.0,22.5,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,28.0,0.0,27.600000381469727,51.59999847412109,1650,1650,2574,3002,63.99999999999999,91.99999999999956,683.7440404891968,BuiltPC01,results\full_delay\case_0066__D10_322__v22p5_delays.npy,results\optima\case_0066__D10_322__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.597222222222219,59.7222222222219
67,D10_322,basic,322,10.0,25.0,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,24.0,0.0,28.799999237060547,52.79999923706055,396,396,396,396,57.6,81.60000076293917,679.893922328949,BuiltPC01,results\full_delay\case_0067__D10_322__v25p0_delays.npy,results\optima\case_0067__D10_322__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4166666799121423,41.66666799121423
68,D10_322,basic,322,10.0,27.5,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,26.18181800842285,0.0,25.200000762939453,49.20000076293945,990,990,1188,1386,52.36363636363637,78.54545454545453,678.4396991729736,BuiltPC01,results\full_delay\case_0068__D10_322__v27p5_delays.npy,results\optima\case_0068__D10_322__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3636363636363673,36.36363636363673
69,D10_322,basic,322,10.0,30.0,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,28.0,0.0,8.399999618530273,46.79999923706055,2816,2816,4532,5056,47.99999999999999,76.0,678.8483765125275,BuiltPC01,results\full_delay\case_0069__D10_322__v30p0_delays.npy,results\optima\case_0069__D10_322__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3194444444444482,31.94444444444482
70,D10_322,basic,322,10.0,32.5,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,29.538461685180664,0.0,7.199999809265137,44.400001525878906,4796,4796,7128,7566,44.30769230769231,73.84615384615383,680.0384781360626,BuiltPC01,results\full_delay\case_0070__D10_322__v32p5_delays.npy,results\optima\case_0070__D10_322__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2820512820512853,28.205128205128528
71,D10_322,basic,322,10.0,35.0,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,29.14285659790039,0.0,0.0,31.200000762939453,6630,6630,6630,8850,41.14285714285714,70.28571428571425,677.7802038192749,BuiltPC01,results\full_delay\case_0071__D10_322__v35p0_delays.npy,results\optima\case_0071__D10_322__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.220238095238098,22.023809523809803
72,D10_322,basic,322,10.0,37.5,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,26.399999618530277,0.0,0.0,33.599998474121094,2640,2640,2940,3330,38.4,64.80000152587891,679.4370217323303,BuiltPC01,results\full_delay\case_0072__D10_322__v37p5_delays.npy,results\optima\case_0072__D10_322__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1250000264909565,12.500002649095654
73,D10_322,basic,322,10.0,40.0,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,24.0,0.0,2.400000095367432,36.0,400,400,460,526,36.0,60.0,681.129515171051,BuiltPC01,results\full_delay\case_0073__D10_322__v40p0_delays.npy,results\optima\case_0073__D10_322__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
74,D10_322,basic,322,10.0,42.5,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,26.117647171020508,0.0,0.0,34.79999923706055,1568,1568,2884,2982,33.88235294117647,60.0,677.2477645874023,BuiltPC01,results\full_delay\case_0074__D10_322__v42p5_delays.npy,results\optima\case_0074__D10_322__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
75,D10_322,basic,322,10.0,45.0,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,28.0,0.0,0.0,32.400001525878906,4592,4592,4648,6592,32.0,60.0,680.4597275257111,BuiltPC01,results\full_delay\case_0075__D10_322__v45p0_delays.npy,results\optima\case_0075__D10_322__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
76,D10_322,basic,322,10.0,47.5,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,29.6842098236084,0.0,0.0,31.200000762939453,6540,6540,8810,40155,30.31578947368421,60.0,675.8409967422485,BuiltPC01,results\full_delay\case_0076__D10_322__v47p5_delays.npy,results\optima\case_0076__D10_322__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
77,D10_322,basic,322,10.0,50.0,120.0,1.2,100,1000000,0.35,0.5,0.35,116.66666666666666,166.66666666666666,116.66666666666666,28.799999237060547,0.0,0.0,0.0,30275,30275,30275,30275,28.8,57.59999999999984,673.6692867279053,BuiltPC01,results\full_delay\case_0077__D10_322__v50p0_delays.npy,results\optima\case_0077__D10_322__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
78,D10_323,basic,323,10.0,20.0,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,42.59999847412109,8.399999618530273,80.4000015258789,102.0,48,48,48,56,84.0,126.60000038146973,680.9207315444946,BuiltPC01,results\full_delay\case_0078__D10_323__v20p0_delays.npy,results\optima\case_0078__D10_323__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.110000006357829,111.00000063578288
79,D10_323,basic,323,10.0,22.5,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,38.66666793823242,0.0,21.600000381469727,45.59999847412109,14260,14260,14260,18384,74.66666666666666,113.33333333333329,682.3013896942139,BuiltPC01,results\full_delay\case_0079__D10_323__v22p5_delays.npy,results\optima\case_0079__D10_323__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8888888888888882,88.88888888888881
80,D10_323,basic,323,10.0,25.0,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,31.200000762939453,0.0,26.399999618530277,50.400001525878906,2856,2856,2856,2856,67.19999999999999,98.40000038146977,676.1365404129028,BuiltPC01,results\full_delay\case_0080__D10_323__v25p0_delays.npy,results\optima\case_0080__D10_323__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.6400000063578295,64.00000063578295
81,D10_323,basic,323,10.0,27.5,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,26.18181800842285,0.0,30.0,54.0,110,110,132,418,61.09090909090909,87.27272727272725,680.3847260475159,BuiltPC01,results\full_delay\case_0081__D10_323__v27p5_delays.npy,results\optima\case_0081__D10_323__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.4545454545454541,45.45454545454541
82,D10_323,basic,323,10.0,30.0,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,28.0,0.0,26.399999618530277,50.400001525878906,924,924,924,1188,56.0,84.00000190734863,677.653653383255,BuiltPC01,results\full_delay\case_0082__D10_323__v30p0_delays.npy,results\optima\case_0082__D10_323__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.400000031789144,40.00000317891439
83,D10_323,basic,323,10.0,32.5,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,29.538461685180664,0.0,7.199999809265137,48.0,1814,1814,3786,3828,51.69230769230769,81.23076923076927,681.208646774292,BuiltPC01,results\full_delay\case_0083__D10_323__v32p5_delays.npy,results\optima\case_0083__D10_323__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3538461538461546,35.38461538461546
84,D10_323,basic,323,10.0,35.0,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,30.85714340209961,0.0,6.0,45.59999847412109,4550,4550,6986,7032,48.0,78.85714285714283,679.7391963005066,BuiltPC01,results\full_delay\case_0084__D10_323__v35p0_delays.npy,results\optima\case_0084__D10_323__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3142857142857138,31.428571428571384
85,D10_323,basic,323,10.0,37.5,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,32.0,0.0,4.800000190734863,43.20000076293945,8070,8070,9870,23863,44.8,76.79999999999993,679.5661215782166,BuiltPC01,results\full_delay\case_0085__D10_323__v37p5_delays.npy,results\optima\case_0085__D10_323__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2799999999999987,27.99999999999987
86,D10_323,basic,323,10.0,40.0,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,30.0,0.0,0.0,30.0,8140,8140,8800,9856,42.0,72.0,678.3800067901611,BuiltPC01,results\full_delay\case_0086__D10_323__v40p0_delays.npy,results\optima\case_0086__D10_323__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2,19.999999999999996
87,D10_323,basic,323,10.0,42.5,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,27.52941131591797,0.0,0.0,33.599998474121094,2940,4130,4592,5136,39.52941176470589,67.05882352941173,677.6283142566681,BuiltPC01,results\full_delay\case_0087__D10_323__v42p5_delays.npy,results\optima\case_0087__D10_323__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1176470588235288,11.764705882352878
88,D10_323,basic,323,10.0,45.0,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,25.33333396911621,0.0,0.0,34.79999923706055,1580,1580,1580,1580,37.33333333333333,62.66666666666667,675.1947746276855,BuiltPC01,results\full_delay\case_0088__D10_323__v45p0_delays.npy,results\optima\case_0088__D10_323__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0444444444444445,4.444444444444451
89,D10_323,basic,323,10.0,47.5,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,24.63157844543457,0.0,0.0,36.0,460,460,460,1508,35.368421052631575,60.0,679.3643014431,BuiltPC01,results\full_delay\case_0089__D10_323__v47p5_delays.npy,results\optima\case_0089__D10_323__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
90,D10_323,basic,323,10.0,50.0,120.0,1.2,100,1000000,0.45,0.5,0.45,150.0,166.66666666666666,150.0,26.399999618530277,0.0,0.0,33.599998474121094,2970,2970,2970,2970,33.599999999999994,60.0000015258787,676.2989604473114,BuiltPC01,results\full_delay\case_0090__D10_323__v50p0_delays.npy,results\optima\case_0090__D10_323__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0000000254313117,2.5431311723167482e-06
91,D10_324,basic,324,10.0,20.0,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,36.0,0.0,27.600000381469727,39.59999847412109,19275,19275,19275,23725,72.0,108.0,682.8703806400299,BuiltPC01,results\full_delay\case_0091__D10_324__v20p0_delays.npy,results\optima\case_0091__D10_324__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8750000000000053,87.50000000000054
92,D10_324,basic,324,10.0,22.5,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,28.0,0.0,32.400001525878906,45.59999847412109,2170,2170,2170,3494,64.0,92.0,679.8042521476746,BuiltPC01,results\full_delay\case_0092__D10_324__v22p5_delays.npy,results\optima\case_0092__D10_324__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.5972222222222268,59.722222222222676
93,D10_324,basic,324,10.0,25.0,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,21.600000381469727,0.0,36.0,50.400001525878906,56,56,56,56,57.6,79.20000000000005,677.9244647026062,BuiltPC01,results\full_delay\case_0093__D10_324__v25p0_delays.npy,results\optima\case_0093__D10_324__v25p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3750000000000047,37.50000000000047
94,D10_324,basic,324,10.0,27.5,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,22.909090042114254,0.0,33.599998474121094,49.20000076293945,100,100,210,354,52.36363636363637,75.27272727272728,677.0455060005188,BuiltPC01,results\full_delay\case_0094__D10_324__v27p5_delays.npy,results\optima\case_0094__D10_324__v27p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.3068181818181857,30.681818181818564
95,D10_324,basic,324,10.0,30.0,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,24.0,0.0,4.800000190734863,46.79999923706055,1564,1564,2756,2790,47.99999999999999,72.0,678.2076108455658,BuiltPC01,results\full_delay\case_0095__D10_324__v30p0_delays.npy,results\optima\case_0095__D10_324__v30p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.2500000000000036,25.000000000000355
96,D10_324,basic,324,10.0,32.5,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,22.153846740722656,111.5999984741211,0.0,39.59999847412109,210,210,822,924,44.30769230769231,66.46153846153845,680.8909204006195,BuiltPC01,results\full_delay\case_0096__D10_324__v32p5_delays.npy,results\optima\case_0096__D10_324__v32p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1538461538461569,15.384615384615685
97,D10_324,basic,324,10.0,35.0,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,24.0,111.5999984741211,0.0,37.20000076293945,1150,1150,1670,1680,41.142857142857146,65.14285714285717,679.0435948371887,BuiltPC01,results\full_delay\case_0097__D10_324__v35p0_delays.npy,results\optima\case_0097__D10_324__v35p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1309523809523845,13.095238095238448
98,D10_324,basic,324,10.0,37.5,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,25.600000381469727,112.8000030517578,0.0,36.0,1350,1350,2730,5413,38.4,64.0,679.5877013206482,BuiltPC01,results\full_delay\case_0098__D10_324__v37p5_delays.npy,results\optima\case_0098__D10_324__v37p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.1111111111111143,11.111111111111427
99,D10_324,basic,324,10.0,40.0,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,24.0,0.0,0.0,36.0,400,400,460,526,36.0,60.0,680.4178814888,BuiltPC01,results\full_delay\case_0099__D10_324__v40p0_delays.npy,results\optima\case_0099__D10_324__v40p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
100,D10_324,basic,324,10.0,42.5,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,26.117647171020508,0.0,0.0,34.79999923706055,1580,1580,2800,3070,33.88235294117647,60.0,678.7603194713593,BuiltPC01,results\full_delay\case_0100__D10_324__v42p5_delays.npy,results\optima\case_0100__D10_324__v42p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
101,D10_324,basic,324,10.0,45.0,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,28.0,0.0,0.0,32.400001525878906,4312,4312,4648,6552,32.0,60.0,680.7858324050903,BuiltPC01,results\full_delay\case_0101__D10_324__v45p0_delays.npy,results\optima\case_0101__D10_324__v45p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
102,D10_324,basic,324,10.0,47.5,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,29.6842098236084,0.0,0.0,31.200000762939453,6540,6540,8520,39418,30.31578947368421,60.0,678.1405625343323,BuiltPC01,results\full_delay\case_0102__D10_324__v47p5_delays.npy,results\optima\case_0102__D10_324__v47p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0416666666666696,4.166666666666963
103,D10_324,basic,324,10.0,50.0,120.0,1.2,100,1000000,0.25,0.5,0.45,83.33333333333333,166.66666666666666,150.0,28.799999237060547,0.0,0.0,0.0,28659,28659,28659,28659,28.8,57.59999999999984,676.1044754981995,BuiltPC01,results\full_delay\case_0103__D10_324__v50p0_delays.npy,results\optima\case_0103__D10_324__v50p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.0,0.0
104,D10_331,basic,331,10.0,20.0,120.0,1.2,100,1000000,0.25,0.25,0.25,83.33333333333333,83.33333333333333,83.33333333333333,33.0,0.0,0.0,27.600000381469727,23125,23125,23125,28863,45.0,78.0,679.0847663879395,BuiltPC01,results\full_delay\case_0104__D10_331__v20p0_delays.npy,results\optima\case_0104__D10_331__v20p0_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",2.1666666666666665,116.66666666666666
105,D10_331,basic,331,10.0,22.5,120.0,1.2,100,1000000,0.25,0.25,0.25,83.33333333333333,83.33333333333333,83.33333333333333,28.0,0.0,0.0,32.400001525878906,4648,4648,4648,6480,40.0,68.0,680.9927608966827,BuiltPC01,results\full_delay\case_0105__D10_331__v22p5_delays.npy,results\optima\case_0105__D10_331__v22p5_optima.npy,"delays[i,j,k] corresponds to x1=grid[i], x2=grid[j], x3=grid[k]",1.8888888888888888,88.88888888888889
